application_number,advice_date,ego_examiner_id,alter_examiner_id
11141569,2008-09-26,68287,62528
11141569,2008-09-26,68287,60623
11141747,2008-03-21,69588,95398
11141747,2008-03-21,69588,NA
11141747,2008-03-21,69588,78321
11141759,2008-05-14,73016,91499
11141759,2008-11-28,73016,91499
11141795,2008-10-27,NA,NA
11141795,2008-10-27,NA,91499
11141884,2008-12-17,68127,91853
11141917,2008-09-23,NA,NA
11141917,2008-09-23,NA,91499
11141917,2008-09-23,96978,NA
11141917,2008-09-23,96978,91499
11141956,2008-11-19,76746,NA
11141956,2008-11-19,76746,91499
11141956,2008-11-19,NA,NA
11141956,2008-11-19,NA,91499
11141958,2008-07-11,64830,68532
11141958,2008-07-11,64830,99395
11141958,2008-07-11,64830,59779
11141978,2008-04-08,93896,83398
11142125,2008-07-10,98507,96233
11142125,2008-07-10,98507,71829
11142125,2008-07-10,98507,91499
11142125,2008-07-10,98507,98507
11142299,2008-08-25,NA,59027
11142299,2008-08-25,NA,60919
11142299,2008-08-25,NA,94377
11142299,2008-08-25,NA,60077
11142299,2008-08-25,NA,64403
11142299,2008-08-25,NA,74032
11142395,2008-05-13,77773,NA
11142395,2008-05-13,77773,64579
11142395,2008-05-13,77773,95398
11142474,2008-11-13,73016,91499
11142474,2008-11-13,73016,84810
11142475,2008-12-09,98507,91499
11142475,2008-12-09,98507,98507
11142542,2008-10-15,NA,66949
11142542,2008-10-15,NA,NA
11142546,2008-07-22,63458,92028
11142546,2008-07-22,63458,81750
11142708,2008-05-09,68230,64579
11142708,2008-05-09,68230,95398
11142708,2008-05-09,68230,92828
11142710,2008-09-17,78313,66030
11142763,2008-01-08,98826,90341
11142821,2008-06-02,76396,76396
11142970,2008-06-09,93546,91499
11142970,2008-06-09,93546,96066
11142970,2008-09-04,93546,96066
11142970,2008-06-09,93546,62242
11143056,2008-04-23,71816,91499
11143056,2008-12-04,71816,91499
11143056,2008-04-23,71816,94125
11143056,2008-04-23,71816,96066
11143056,2008-12-04,71816,96066
11143071,2008-12-03,88496,74291
11143531,2008-06-10,69098,99930
11143536,2008-09-03,91039,91039
11143712,2008-01-07,88204,92569
11143788,2008-09-18,63896,83510
11143788,2008-09-18,63896,69643
11143788,2008-09-18,63896,61132
11143821,2008-12-09,67933,67933
11143821,2008-12-09,67933,89798
11143836,2008-07-16,61485,60716
11143836,2008-07-16,61485,67709
11144091,2008-10-03,94035,76320
11144094,2008-05-13,96003,83334
11144094,2008-05-13,96003,77755
11144094,2008-05-13,96003,89721
11144108,2008-01-22,91806,90037
11144260,2008-10-29,70917,91499
11144260,2008-10-29,70917,62919
11144260,2008-10-29,70917,97517
11144260,2008-10-29,70917,67634
11144260,2008-10-29,70917,72579
11144268,2008-02-14,60280,83313
11144268,2008-02-14,60280,NA
11144321,2008-09-19,67933,67933
11144412,2008-11-07,68127,67543
11144437,2008-04-30,73920,80063
11144437,2008-11-13,73920,80063
11144437,2008-04-30,73920,63519
11144437,2008-11-13,73920,63519
11144437,2008-04-30,73920,76473
11144437,2008-11-13,73920,76473
11144437,2008-04-30,73920,74055
11144437,2008-11-13,73920,74055
11144437,2008-04-30,73920,87486
11144437,2008-11-13,73920,87486
11144461,2008-06-16,93546,91499
11144461,2008-06-16,93546,NA
11144461,2008-06-16,93546,62242
11144872,2008-07-16,69975,94672
11144872,2008-11-28,69975,66055
11144987,2008-09-22,85865,85381
11144987,2008-09-22,85865,65024
11145001,2008-01-23,NA,62249
11145001,2008-01-23,NA,91960
11145001,2008-01-23,NA,NA
11145001,2008-01-23,NA,60838
11145001,2008-01-23,NA,82404
11145001,2008-01-23,NA,67693
11145001,2008-01-23,NA,62982
11145001,2008-01-23,NA,91559
11145001,2008-01-23,NA,63485
11145001,2008-01-23,NA,59211
11145001,2008-01-23,NA,92569
11145001,2008-01-23,NA,84894
11145001,2008-01-23,NA,59575
11145001,2008-01-23,NA,96243
11145001,2008-01-23,NA,96472
11145001,2008-01-23,NA,70508
11145001,2008-01-23,NA,74250
11145001,2008-01-23,NA,65094
11145001,2008-01-23,NA,70176
11145001,2008-01-23,NA,99006
11145001,2008-01-23,NA,92418
11145001,2008-01-23,NA,70315
11145001,2008-01-23,NA,68186
11145069,2008-07-22,69975,69604
11145069,2008-07-22,69975,91853
11145069,2008-11-25,69975,91853
11145203,2008-06-10,93898,61173
11145203,2008-06-10,93898,83222
11145337,2008-10-07,68384,92569
11145431,2008-08-05,61485,67709
11145431,2008-08-05,61485,66685
11145431,2008-08-05,61485,62528
11145431,2008-08-05,61485,95913
11145489,2008-10-10,81959,72814
11145530,2008-06-19,93546,91499
11145530,2008-06-19,93546,62242
11145591,2008-07-09,75341,65403
11145591,2008-07-09,75341,NA
11145599,2008-06-09,71930,75519
11145634,2008-11-14,69975,66055
11145746,2008-09-29,69975,69604
11145746,2008-09-29,69975,NA
11145746,2008-09-29,69975,83380
11145746,2008-09-29,69975,68720
11145746,2008-09-29,69975,89389
11145752,2008-11-13,76969,NA
11145752,2008-11-13,76969,92078
11145765,2008-07-22,61233,61386
11145765,2008-07-22,61233,71365
11145794,2008-11-21,68230,91499
11145812,2008-12-17,98582,70610
11145957,2008-07-09,65284,83852
11145957,2008-07-09,65284,76155
11145997,2008-02-07,93898,61173
11145997,2008-02-07,93898,62077
11145997,2008-02-07,93898,83222
11145998,2008-02-07,93898,61173
11145998,2008-02-07,93898,83222
11146117,2008-06-09,99952,78241
11146144,2008-06-25,69098,99662
11146152,2008-12-30,NA,NA
11146152,2008-12-30,NA,98976
11146153,2008-02-29,66510,63519
11146153,2008-02-29,66510,99763
11146250,2008-12-02,64053,90956
11146266,2008-06-30,93546,91499
11146266,2008-06-30,93546,62242
11146267,2008-01-17,76732,99224
11146267,2008-05-30,76732,99224
11146267,2008-09-17,76732,99224
11146384,2008-11-24,96003,91499
11146440,2008-09-03,69975,69604
11146442,2008-12-26,76969,NA
11146442,2008-12-26,76969,92078
11146449,2008-04-24,98507,91499
11146449,2008-04-24,98507,98507
11146472,2008-07-03,93546,91499
11146472,2008-07-03,93546,62242
11146502,2008-09-03,69975,69604
11146502,2008-09-03,69975,NA
11146502,2008-09-03,69975,83380
11146502,2008-09-03,69975,68720
11146502,2008-09-03,69975,89389
11146556,2008-04-16,76969,NA
11146556,2008-12-09,76969,NA
11146556,2008-04-16,76969,92078
11146556,2008-12-09,76969,92078
11146585,2008-05-12,NA,91499
11146594,2008-11-13,64528,72827
11146627,2008-09-03,69975,69604
11146627,2008-09-03,69975,NA
11146627,2008-09-03,69975,83380
11146627,2008-09-03,69975,68720
11146627,2008-09-03,69975,89389
11146641,2008-07-02,93546,91499
11146641,2008-10-17,93546,91499
11146641,2008-07-02,93546,75524
11146641,2008-10-17,93546,78647
11146641,2008-07-02,93546,62242
11146651,2008-12-19,95217,95473
11146651,2008-12-19,95217,74828
11146714,2008-09-22,69975,69604
11146714,2008-09-22,69975,63155
11146759,2008-04-07,95723,67581
11146856,2008-06-26,NA,63065
11146856,2008-06-26,NA,60077
11146863,2008-02-12,60280,99395
11146986,2008-10-29,72979,91499
11146986,2008-05-12,72979,59121
11146986,2008-10-29,72979,77322
11146986,2008-10-29,72979,66073
11146989,2008-10-17,69975,69604
11146989,2008-10-17,69975,NA
11146989,2008-10-17,69975,83380
11146989,2008-10-17,69975,68720
11146989,2008-10-17,69975,89389
11147019,2008-01-10,71930,75519
11147035,2008-08-18,60280,99395
11147105,2008-05-23,62499,82199
11147181,2008-08-18,NA,70907
11147213,2008-12-30,97955,77651
11147253,2008-09-30,93896,92688
11147253,2008-09-30,93896,97692
11147253,2008-09-30,93896,74579
11147259,2008-09-04,92143,95660
11147311,2008-11-28,NA,77228
11147338,2008-11-26,NA,97338
11147338,2008-11-26,NA,99489
11147338,2008-11-26,NA,95299
11147338,2008-11-26,NA,96697
11147422,2008-01-25,80730,69909
11147422,2008-07-22,80730,69909
11147422,2008-01-25,80730,92715
11147422,2008-07-22,80730,92715
11147422,2008-01-25,80730,94620
11147422,2008-01-25,80730,63935
11147422,2008-07-22,80730,63935
11147444,2008-10-16,73016,91499
11147466,2008-12-26,72855,94508
11147466,2008-12-26,72855,98705
11147472,2008-05-08,68230,64579
11147488,2008-06-25,72573,79585
11147488,2008-06-25,76272,71380
11147491,2008-06-11,96003,91499
11147491,2008-11-07,96003,91499
11147540,2008-09-24,NA,59181
11147548,2008-08-06,69975,90049
11147588,2008-07-11,86109,61026
11147642,2008-11-28,98507,91499
11147642,2008-11-28,98507,98507
11147657,2008-05-13,94782,60203
11147665,2008-05-12,77773,95398
11147665,2008-05-12,77773,91499
11147680,2008-08-05,NA,71557
11147713,2008-09-02,83852,99459
11147713,2008-09-02,83852,92828
11147713,2008-09-02,83852,NA
11147715,2008-11-12,73016,91499
11147737,2008-04-21,73016,88571
11147737,2008-04-21,73016,84810
11147737,2008-04-21,73016,75363
11147755,2008-11-04,73016,96233
11147755,2008-11-04,73016,71829
11147755,2008-11-04,73016,91499
11147755,2008-11-04,73016,84810
11147807,2008-09-02,69975,69604
11147850,2008-11-12,69975,66055
11147875,2008-07-25,64943,91499
11147875,2008-12-09,64943,91499
11147937,2008-10-24,70917,91499
11147937,2008-10-24,70917,67634
11147937,2008-10-24,70917,72579
11147938,2008-12-01,76447,71383
11147938,2008-12-01,76447,97592
11147981,2008-08-18,69975,69604
11148012,2008-12-11,84470,65790
11148012,2008-12-11,84470,62411
11148055,2008-09-30,69975,69604
11148055,2008-09-30,69975,NA
11148055,2008-09-30,69975,83380
11148055,2008-09-30,69975,68720
11148055,2008-09-30,69975,89389
11148160,2008-08-19,64776,86503
11148193,2008-03-17,83794,95223
11148193,2008-03-17,96576,95223
11148337,2008-11-13,97755,75367
11148341,2008-11-28,97755,75367
11148370,2008-07-09,93546,91499
11148370,2008-07-09,93546,62242
11148481,2008-10-06,68287,68287
11148481,2008-10-06,68287,67543
11148556,2008-10-28,70917,91499
11148556,2008-10-28,70917,67634
11148556,2008-10-28,70917,72579
11148579,2008-08-07,71930,99657
11148580,2008-08-29,71930,99657
11148694,2008-11-10,65353,65353
11148694,2008-11-10,65353,76141
11148709,2008-10-02,69975,69604
11148709,2008-10-02,69975,NA
11148709,2008-10-02,69975,83380
11148709,2008-10-02,69975,68720
11148709,2008-10-02,69975,89389
11148757,2008-07-21,92981,91499
11148757,2008-07-21,92981,70333
11148757,2008-07-21,92981,88225
11148757,2008-07-21,92981,74000
11148757,2008-07-21,92981,98942
11148757,2008-07-21,92981,NA
11148757,2008-07-21,92981,96066
11148757,2008-07-21,92981,62242
11148758,2008-06-26,NA,NA
11148758,2008-06-26,NA,91499
11148758,2008-06-26,NA,99504
11148810,2008-11-07,61043,92569
11148942,2008-09-23,65121,62778
11148942,2008-09-23,65121,93732
11148949,2008-10-01,70917,91499
11148949,2008-10-01,70917,97517
11148949,2008-10-01,70917,67634
11148949,2008-10-01,70917,72579
11148971,2008-01-23,NA,77298
11148971,2008-07-21,NA,77298
11148971,2008-07-21,NA,60077
11148971,2008-01-23,NA,70025
11148971,2008-07-21,NA,70025
11148971,2008-01-23,NA,NA
11148971,2008-07-21,NA,NA
11149040,2008-02-07,60399,68532
11149040,2008-02-07,60399,65917
11149113,2008-04-30,NA,75933
11149113,2008-04-30,NA,81984
11149325,2008-04-29,93896,72112
11149325,2008-04-29,93896,98297
11149325,2008-04-29,93896,88291
11149325,2008-04-29,93896,NA
11149378,2008-05-14,99379,67669
11149455,2008-04-01,71930,61680
11149455,2008-04-01,71930,88254
11149455,2008-04-01,71930,75519
11149455,2008-04-01,71930,99657
11149455,2008-06-03,71930,99657
11149469,2008-07-09,69098,99930
11149652,2008-11-07,68287,68287
11149652,2008-11-07,68287,67543
11149670,2008-06-05,98432,67280
11149670,2008-06-05,98432,95997
11149677,2008-08-13,70399,72089
11149711,2008-04-25,NA,63065
11149711,2008-04-25,NA,59771
11149711,2008-11-13,NA,59771
11149829,2008-02-19,61173,83222
11149843,2008-10-01,68287,68287
11149843,2008-10-01,68287,60623
11149846,2008-07-16,93546,91499
11149846,2008-07-16,93546,64834
11149846,2008-11-26,93546,64834
11149846,2008-07-16,93546,62242
11149877,2008-05-29,99596,99596
11149877,2008-05-29,99596,98685
11149968,2008-09-04,68679,72381
11150072,2008-09-17,68679,72381
11150127,2008-11-13,70917,91499
11150127,2008-11-13,70917,67634
11150127,2008-11-13,70917,72579
11150149,2008-04-10,91471,60897
11150149,2008-04-10,91471,98690
11150149,2008-04-10,91471,96691
11150149,2008-04-10,91471,80174
11150149,2008-04-10,91471,78036
11150306,2008-05-28,98507,91499
11150306,2008-12-17,98507,91499
11150306,2008-12-17,98507,75819
11150306,2008-05-28,98507,98507
11150306,2008-12-17,98507,98507
11150314,2008-09-09,72979,97517
11150314,2008-09-09,72979,77322
11150314,2008-09-09,72979,66073
11150338,2008-08-21,73722,95113
11150384,2008-04-23,91471,60897
11150384,2008-04-23,91471,98690
11150384,2008-04-23,91471,96691
11150384,2008-04-23,91471,80174
11150384,2008-04-23,91471,78036
11150415,2008-11-03,NA,69402
11150415,2008-11-03,NA,67999
11150415,2008-02-28,NA,95459
11150415,2008-11-03,NA,95459
11150415,2008-02-28,NA,99316
11150415,2008-11-03,NA,99316
11150442,2008-09-11,71414,69583
11150473,2008-02-29,69098,69098
11150475,2008-05-19,95600,67389
11150475,2008-05-19,97362,67389
11150507,2008-04-07,64169,72882
11150514,2008-02-13,65179,65934
11150514,2008-02-13,65179,92569
11150514,2008-09-18,65179,95561
11150532,2008-11-17,71780,76536
11150619,2008-11-21,70917,68715
11150619,2008-11-21,70917,91499
11150619,2008-11-21,70917,62919
11150619,2008-11-21,70917,67634
11150619,2008-11-21,70917,72579
11150642,2008-09-30,66899,95201
11150663,2008-04-11,66899,78350
11150747,2008-05-28,63613,96912
11150966,2008-08-19,NA,60077
11150983,2008-07-03,NA,NA
11150983,2008-07-03,NA,91499
11150983,2008-07-03,79998,NA
11150983,2008-07-03,79998,91499
11151070,2008-05-28,77773,64579
11151070,2008-05-28,77773,91499
11151135,2008-06-23,91471,60897
11151135,2008-06-23,91471,98690
11151135,2008-06-23,91471,96691
11151135,2008-06-23,91471,80174
11151135,2008-06-23,91471,78036
11151138,2008-05-13,91471,71764
11151138,2008-05-13,91471,61485
11151139,2008-05-13,91471,64940
11151139,2008-05-13,91471,93911
11151139,2008-05-13,91471,NA
11151139,2008-05-13,91471,95588
11151139,2008-05-13,91471,72450
11151139,2008-05-13,91471,98223
11151139,2008-05-13,91471,73561
11151139,2008-05-13,91471,60897
11151139,2008-05-13,91471,98690
11151139,2008-05-13,91471,96691
11151139,2008-05-13,91471,80174
11151139,2008-05-13,91471,78036
11151139,2008-05-13,91471,98012
11151139,2008-05-13,91471,64044
11151139,2008-05-13,91471,63872
11151139,2008-05-13,91471,59805
11151139,2008-05-13,91471,92710
11151139,2008-05-13,91471,76380
11151139,2008-05-13,91471,97261
11151139,2008-05-13,91471,94013
11151139,2008-05-13,91471,68615
11151139,2008-05-13,91471,65980
11151150,2008-12-10,97755,75367
11151326,2008-04-30,91471,60897
11151326,2008-04-30,91471,98690
11151326,2008-04-30,91471,96691
11151326,2008-04-30,91471,80174
11151326,2008-04-30,91471,78036
11151388,2008-06-30,91471,60897
11151388,2008-06-30,91471,98690
11151388,2008-06-30,91471,96691
11151388,2008-06-30,91471,80174
11151388,2008-06-30,91471,78036
11151402,2008-06-17,99952,78241
11151402,2008-11-04,99952,78241
11151433,2008-09-04,95868,63176
11151433,2008-09-04,95868,96066
11151457,2008-05-27,74243,69922
11151457,2008-05-27,74243,73703
11151474,2008-04-09,61244,60897
11151474,2008-04-09,61244,98690
11151474,2008-04-09,61244,96691
11151474,2008-04-09,61244,80174
11151474,2008-04-09,61244,78036
11151486,2008-04-10,61244,60897
11151486,2008-04-10,61244,98690
11151486,2008-04-10,61244,96691
11151486,2008-04-10,61244,80174
11151486,2008-04-10,61244,78036
11151493,2008-07-16,88496,70524
11151493,2008-07-16,88496,99753
11151493,2008-07-16,88496,91444
11151493,2008-12-30,88496,65885
11151593,2008-12-22,97755,75367
11151614,2008-06-25,91471,60897
11151614,2008-06-25,91471,98690
11151614,2008-06-25,91471,96691
11151614,2008-06-25,91471,80174
11151614,2008-06-25,91471,78036
11151709,2008-06-17,NA,60437
11151761,2008-10-29,97530,76959
11151823,2008-04-16,61244,60897
11151823,2008-04-16,61244,98690
11151823,2008-04-16,61244,96691
11151823,2008-04-16,61244,80174
11151823,2008-04-16,61244,78036
11151957,2008-08-20,NA,68227
11151966,2008-07-16,93546,91499
11151966,2008-07-16,93546,62242
11152006,2008-07-09,62098,89539
11152041,2008-04-30,95723,67581
11152072,2008-04-22,61244,60897
11152072,2008-04-22,61244,98690
11152072,2008-04-22,61244,96691
11152072,2008-04-22,61244,80174
11152072,2008-04-22,61244,78036
11152117,2008-04-29,61244,60897
11152117,2008-04-29,61244,98690
11152117,2008-04-29,61244,96691
11152117,2008-04-29,61244,80174
11152117,2008-04-29,61244,78036
11152117,2008-04-29,91056,69124
11152130,2008-03-10,NA,99316
11152151,2008-07-10,99952,78241
11152151,2008-07-10,99952,77770
11152156,2008-11-26,66910,92597
11152156,2008-11-26,66910,94711
11152156,2008-11-26,66910,92695
11152271,2008-12-23,60820,99391
11152271,2008-12-23,60820,83697
11152336,2008-09-04,61485,73296
11152336,2008-09-04,61485,67709
11152336,2008-09-04,61485,95913
11152402,2008-01-11,71930,75519
11152405,2008-04-09,60106,85202
11152470,2008-05-28,63714,62499
11152524,2008-11-26,71780,62952
11152556,2008-07-21,93546,62242
11152557,2008-01-09,NA,89803
11152600,2008-01-09,98098,63363
11152846,2008-06-04,87897,65446
11152858,2008-12-18,94695,92339
11152858,2008-02-20,96716,92339
11152861,2008-03-26,NA,95459
11152861,2008-03-26,NA,99316
11152861,2008-03-26,NA,89539
11152875,2008-12-22,66805,98919
11152877,2008-02-05,96716,92831
11152877,2008-03-17,96716,92831
11152895,2008-03-11,72573,79585
11152896,2008-08-21,66857,66096
11152933,2008-10-30,NA,NA
11152939,2008-09-04,74747,77770
11152939,2008-09-04,99952,77770
11152949,2008-07-31,99952,87031
11152949,2008-07-31,99952,91455
11152980,2008-04-01,69221,63635
11153025,2008-11-07,90956,64053
11153025,2008-11-07,90956,NA
11153252,2008-04-17,97721,63054
11153252,2008-04-17,97721,94070
11153252,2008-04-17,97721,67581
11153252,2008-04-17,97721,98081
11153267,2008-07-28,93546,91499
11153267,2008-07-28,93546,62242
11153457,2008-06-20,NA,99316
11153457,2008-06-20,NA,89539
11153553,2008-05-02,66251,NA
11153564,2008-09-11,77773,85754
11153644,2008-07-25,62919,66096
11153644,2008-07-25,93224,66096
11153695,2008-03-27,NA,99316
11153695,2008-03-27,NA,89539
11153721,2008-06-26,85754,66096
11153721,2008-06-26,93224,66096
11153751,2008-10-28,94035,99725
11153767,2008-08-05,93224,66096
11153825,2008-09-11,78019,92569
11153892,2008-10-15,69657,62528
11153892,2008-10-15,69657,69657
11154091,2008-07-03,93421,65790
11154091,2008-07-03,93421,72882
11154091,2008-07-03,93421,92569
11154117,2008-02-11,64830,59639
11154117,2008-02-11,64830,59779
11154262,2008-10-31,87897,65446
11154262,2008-10-31,87897,72882
11154353,2008-08-05,NA,95970
11154455,2008-06-04,72979,91499
11154585,2008-11-14,70917,91499
11154585,2008-11-14,70917,67634
11154585,2008-11-14,70917,72579
11154596,2008-07-08,72573,98215
11154596,2008-07-08,76272,98215
11154633,2008-07-21,77042,94672
11154695,2008-12-05,83398,77068
11154752,2008-12-26,64524,83190
11154761,2008-06-16,93553,71174
11154762,2008-05-28,77042,94672
11154819,2008-02-20,NA,60437
11154819,2008-09-03,NA,60437
11154856,2008-02-12,84609,66582
11154856,2008-08-21,84609,66582
11154860,2008-10-03,NA,77646
11154860,2008-10-03,NA,67489
11154860,2008-10-03,NA,97349
11154875,2008-06-25,77042,94672
11154924,2008-11-26,67905,96912
11154955,2008-12-10,NA,87125
11154957,2008-12-11,NA,87125
11155083,2008-11-04,98507,91499
11155083,2008-11-04,98507,98507
11155160,2008-06-24,64528,72827
11155182,2008-11-24,NA,87125
11155204,2008-06-17,68230,91499
11155287,2008-08-15,73016,91499
11155287,2008-12-11,73016,91499
11155287,2008-08-15,73016,84810
11155287,2008-12-11,73016,84810
11155299,2008-03-25,66622,67389
11155299,2008-03-25,66622,65885
11155386,2008-07-08,99122,83845
11155386,2008-07-08,99122,68231
11155386,2008-07-08,99122,78326
11155386,2008-07-08,99122,60400
11155386,2008-07-08,99122,70805
11155440,2008-07-31,85599,NA
11155483,2008-02-08,72249,62095
11155483,2008-02-08,72249,NA
11155517,2008-02-22,89312,66582
11155535,2008-09-23,70917,68478
11155535,2008-09-23,70917,91499
11155535,2008-09-23,70917,82422
11155535,2008-09-23,70917,69185
11155538,2008-04-17,79841,99395
11155571,2008-05-12,65251,91499
11155571,2008-05-12,65251,62242
11155571,2008-11-13,65251,62242
11155589,2008-06-11,NA,62384
11155658,2008-07-21,69835,NA
11155658,2008-07-21,69835,91499
11155658,2008-07-21,NA,NA
11155658,2008-07-21,NA,91499
11155659,2008-09-24,61678,69604
11155713,2008-08-11,64943,97517
11155734,2008-07-03,77042,94672
11155969,2008-05-14,NA,98478
11155969,2008-05-14,NA,96707
11155974,2008-08-20,93875,99162
11155974,2008-08-20,93875,NA
11156025,2008-05-02,70917,91499
11156025,2008-10-29,70917,91499
11156025,2008-10-29,70917,67634
11156025,2008-10-29,70917,72579
11156068,2008-08-14,86448,66324
11156068,2008-08-14,86448,NA
11156096,2008-11-06,66534,66534
11156096,2008-11-06,66534,76141
11156098,2008-12-11,88496,85308
11156110,2008-08-05,77042,69604
11156142,2008-03-17,72576,65757
11156142,2008-03-17,72576,70713
11156278,2008-09-03,77042,69604
11156320,2008-03-11,NA,99316
11156320,2008-03-11,NA,NA
11156386,2008-10-03,77042,69604
11156395,2008-03-03,77112,90267
11156395,2008-03-03,77112,98891
11156404,2008-01-10,90322,62823
11156559,2008-04-08,92487,92487
11156559,2008-04-08,92487,59975
11156559,2008-04-08,92487,68511
11156566,2008-10-09,72979,97517
11156566,2008-10-09,72979,77322
11156566,2008-10-09,72979,66073
11156592,2008-12-30,97955,77651
11156667,2008-11-28,NA,NA
11156700,2008-07-08,71996,60843
11156707,2008-01-10,63755,98258
11156707,2008-01-10,63755,63755
11156707,2008-01-10,63755,63519
11156707,2008-01-10,63755,76473
11156707,2008-01-10,63755,74055
11156714,2008-09-23,NA,91820
11156714,2008-09-23,NA,76320
11156714,2008-09-23,NA,93754
11156842,2008-03-18,93898,61173
11156842,2008-03-18,93898,83222
11156983,2008-11-12,77042,96764
11157015,2008-12-23,77042,91853
11157015,2008-12-23,99753,91853
11157099,2008-06-26,65251,65251
11157099,2008-11-10,65251,65251
11157099,2008-06-26,65251,62242
11157099,2008-11-10,65251,62242
11157109,2008-10-21,95891,92569
11157270,2008-07-31,71930,59056
11157270,2008-07-31,71930,90563
11157270,2008-07-31,71930,75519
11157270,2008-07-31,71930,99657
11157289,2008-12-09,88496,85308
11157326,2008-12-23,77042,96764
11157326,2008-12-23,77042,91853
11157327,2008-10-23,68797,60130
11157396,2008-06-25,65251,65251
11157396,2008-12-10,65251,65251
11157396,2008-06-25,65251,62242
11157396,2008-12-10,65251,62242
11157475,2008-08-06,NA,74052
11157491,2008-03-27,93898,61173
11157491,2008-03-27,93898,83222
11157670,2008-10-29,NA,96930
11157947,2008-06-13,97706,75119
11157993,2008-05-28,94782,60203
11158138,2008-06-13,NA,NA
11158138,2008-06-13,NA,91499
11158138,2008-06-13,NA,59649
11158138,2008-06-13,60206,NA
11158138,2008-06-13,60206,91499
11158138,2008-06-13,60206,59649
11158181,2008-05-23,94987,61533
11158181,2008-05-23,94987,63002
11158186,2008-02-29,70799,97692
11158315,2008-07-30,76356,90725
11158315,2008-07-30,76356,62528
11158359,2008-06-03,68230,91499
11158359,2008-12-24,68230,91499
11158512,2008-11-21,NA,68338
11158588,2008-06-10,72979,91499
11158588,2008-11-24,72979,91499
11158588,2008-06-10,72979,93000
11158588,2008-06-10,72979,66400
11158589,2008-07-31,95183,71270
11158589,2008-07-31,95183,64520
11158662,2008-06-25,96003,96003
11158662,2008-06-25,96003,96577
11158677,2008-10-03,98221,60623
11158710,2008-09-09,76356,90725
11158710,2008-09-09,76356,62528
11158710,2008-09-09,76356,99305
11158737,2008-08-07,64943,97517
11158739,2008-05-28,73016,91499
11158739,2008-11-28,73016,91499
11158739,2008-05-28,73016,93380
11158753,2008-12-08,95622,73567
11158848,2008-02-05,68922,66266
11158947,2008-02-21,77648,71353
11158947,2008-07-25,77648,71353
11158947,2008-12-03,77648,71353
11158963,2008-10-01,63983,69604
11158996,2008-07-22,70917,91499
11158996,2008-11-19,70917,91499
11159079,2008-01-23,62506,62506
11159079,2008-01-23,71760,62506
11159280,2008-09-16,76356,90725
11159280,2008-09-16,76356,62528
11159384,2008-05-15,61615,77112
11159400,2008-12-12,67050,64119
11159400,2008-12-12,67050,97626
11159400,2008-12-12,67050,63176
11159400,2008-12-12,67050,97397
11159400,2008-12-12,67050,95652
11159496,2008-08-19,NA,87125
11159616,2008-10-07,86928,98834
11159616,2008-10-07,86928,92569
11159707,2008-08-29,90946,68169
11159719,2008-06-25,90377,60897
11159719,2008-06-25,90377,98690
11159719,2008-06-25,90377,96691
11159719,2008-06-25,90377,80174
11159719,2008-06-25,90377,78036
11159719,2008-06-25,90377,74114
11159719,2008-06-25,90377,68918
11159778,2008-08-20,63613,96912
11159804,2008-02-04,71142,63065
11159804,2008-02-04,71142,63890
11159854,2008-05-12,93548,93857
11159935,2008-05-08,93548,60563
11159935,2008-05-08,93548,93857
11160077,2008-05-20,96258,69099
11160077,2008-05-20,96258,77068
11160077,2008-11-07,96258,92569
11160077,2008-05-20,96258,68169
11160094,2008-11-28,63983,90049
11160108,2008-12-05,76447,71383
11160192,2008-06-13,74342,73074
11160192,2008-06-13,74342,74048
11160192,2008-06-13,74342,63176
11160234,2008-12-22,67812,83334
11160234,2008-12-22,67812,75246
11160234,2008-12-22,67812,59590
11160234,2008-07-08,67812,60544
11160234,2008-12-22,67812,60544
11160234,2008-12-22,67812,NA
11160260,2008-03-14,64524,99902
11160260,2008-03-14,64524,92569
11160445,2008-10-10,61485,67543
11160445,2008-10-10,61485,67709
11160445,2008-10-10,61485,96764
11160445,2008-10-10,61485,62528
11160445,2008-10-10,61485,95913
11160458,2008-10-17,98551,95432
11160458,2008-10-17,98551,59269
11160458,2008-10-17,98551,63482
11160458,2008-10-17,98551,94860
11160458,2008-10-17,98551,89466
11160458,2008-10-17,98551,NA
11160458,2008-10-17,98551,95666
11160458,2008-10-17,98551,89404
11160458,2008-10-17,98551,73564
11160458,2008-10-17,98551,64184
11160458,2008-10-17,98551,67547
11160458,2008-10-17,98551,97267
11160458,2008-10-17,98551,64350
11160458,2008-10-17,98551,99577
11160458,2008-10-17,98551,91123
11160460,2008-10-29,64881,66568
11160460,2008-10-29,64881,92028
11160460,2008-10-29,64881,66055
11160512,2008-07-30,84267,77651
11160517,2008-12-19,NA,70572
11160517,2008-12-19,NA,75981
11160520,2008-12-11,73016,91499
11160522,2008-09-09,98507,91499
11160522,2008-09-09,98507,98507
11160528,2008-12-24,76969,NA
11160528,2008-12-24,76969,92078
11160613,2008-05-12,83398,77068
11160620,2008-08-22,NA,68478
11160620,2008-08-22,NA,90563
11160664,2008-08-04,85262,61134
11160664,2008-01-09,85262,66605
11160664,2008-08-04,85262,66605
11160664,2008-01-09,85262,NA
11160702,2008-08-04,NA,69402
11160702,2008-08-04,NA,99254
11160702,2008-08-04,NA,60423
11160702,2008-04-14,NA,99316
11160766,2008-10-01,60146,62528
11160872,2008-06-16,NA,83313
